"Time","OPERATIONAL_DEMAND NSW1","OPERATIONAL_DEMAND QLD1","OPERATIONAL_DEMAND SA1","OPERATIONAL_DEMAND TAS1","OPERATIONAL_DEMAND VIC1"
2024-01-02 02:00:00,6175,5680,1295,1045,3798
2024-01-02 02:30:00,6077,5625,1270,1036,3742
2024-01-02 03:00:00,6018,5646,1241,1018,3697
2024-01-02 03:30:00,5985,5646,1215,1019,3704
2024-01-02 04:00:00,6007,5615,1195,1035,3729
2024-01-02 04:30:00,6128,5631,1199,1079,3805
2024-01-02 05:00:00,6215,5712,1219,1090,3886
2024-01-02 05:30:00,6370,5800,1247,1113,4020
2024-01-02 06:00:00,6447,5866,1262,1135,4083
2024-01-02 06:30:00,6557,6049,1255,1163,4168
2024-01-02 07:00:00,6562,6132,1234,1185,4193
2024-01-02 07:30:00,6594,6303,1142,1182,4098
2024-01-02 08:00:00,6518,6282,1060,1178,3955
2024-01-02 08:30:00,6483,6215,932,1184,3748
2024-01-02 09:00:00,6429,6284,825,1174,3408
2024-01-02 09:30:00,6362,6303,699,1133,3275
2024-01-02 10:00:00,6399,6287,591,1086,3177
2024-01-02 10:30:00,6288,6544,599,1091,3126
2024-01-02 11:00:00,6181,6609,552,1016,3148
2024-01-02 11:30:00,6194,6668,504,1045,3218
2024-01-02 12:00:00,6231,6716,447,1050,3443
2024-01-02 12:30:00,6375,6682,448,1021,3849
2024-01-02 13:00:00,6549,6615,472,1014,4372
2024-01-02 13:30:00,6680,6608,512,1023,5003
2024-01-02 14:00:00,6838,6560,549,1027,5400
2024-01-02 14:30:00,6978,6560,579,1045,5593
2024-01-02 15:00:00,7287,6652,658,1054,5631
2024-01-02 15:30:00,7639,6663,757,1063,5626
2024-01-02 16:00:00,7984,6719,884,1073,5617
2024-01-02 16:30:00,8211,6943,1036,1110,5626
2024-01-02 17:00:00,8688,7222,1202,1172,5601
2024-01-02 17:30:00,8846,7377,1374,1223,5478
2024-01-02 18:00:00,8898,7557,1485,1230,5382
2024-01-02 18:30:00,8837,7656,1606,1223,5263
2024-01-02 19:00:00,8775,7781,1708,1213,5149
2024-01-02 19:30:00,8731,7813,1741,1202,5025
2024-01-02 20:00:00,8647,7695,1720,1190,4902
2024-01-02 20:30:00,8478,7598,1685,1201,4851
2024-01-02 21:00:00,8238,7463,1648,1198,4728
2024-01-02 21:30:00,8151,7223,1602,1191,4584
2024-01-02 22:00:00,8086,7089,1558,1162,4444
2024-01-02 22:30:00,7910,6825,1490,1131,4336
2024-01-02 23:00:00,7737,6627,1448,1108,4259
2024-01-02 23:30:00,7531,6463,1401,1079,4369
2024-01-03 00:00:00,7361,6313,1438,1080,4356
2024-01-03 00:30:00,7180,6142,1475,1075,4198
2024-01-03 01:00:00,6948,6021,1441,1064,4078
2024-01-03 01:30:00,6735,5946,1405,1050,3986
2024-01-03 02:00:00,6567,5878,1363,1040,3873
2024-01-03 02:30:00,6433,5795,1314,1036,3801
2024-01-03 03:00:00,6427,5753,1285,1037,3758
2024-01-03 03:30:00,6349,5741,1258,1045,3752
2024-01-03 04:00:00,6314,5725,1256,1052,3765
2024-01-03 04:30:00,6415,5745,1252,1060,3846
2024-01-03 05:00:00,6478,5776,1264,1063,3947
2024-01-03 05:30:00,6638,5805,1268,1088,4097
2024-01-03 06:00:00,6704,5803,1288,1103,4176
2024-01-03 06:30:00,6779,5778,1295,1120,4295
2024-01-03 07:00:00,6806,5698,1293,1122,4396
2024-01-03 07:30:00,6837,5613,1284,1091,4433
2024-01-03 08:00:00,6668,5472,1343,1108,4511
2024-01-03 08:30:00,6563,5456,1339,1082,4524
2024-01-03 09:00:00,6395,5349,1359,1079,4370
2024-01-03 09:30:00,6282,5387,1341,1075,4446
2024-01-03 10:00:00,6231,5371,1276,1044,4519
2024-01-03 10:30:00,6203,5445,1301,1034,4527
2024-01-03 11:00:00,6198,5571,1246,1018,4439
2024-01-03 11:30:00,6368,5606,1067,1021,4378
2024-01-03 12:00:00,6468,5891,1061,1024,4347
2024-01-03 12:30:00,6540,6134,1037,1064,4046
2024-01-03 13:00:00,6722,6218,1182,1065,3976
2024-01-03 13:30:00,7192,6138,1070,1102,3914
2024-01-03 14:00:00,8047,6163,1126,1112,3791
2024-01-03 14:30:00,8441,6353,1157,1103,3915
2024-01-03 15:00:00,8718,6680,1111,1114,4094
2024-01-03 15:30:00,8858,6990,1151,1124,4401
2024-01-03 16:00:00,8856,7318,1251,1172,4851
2024-01-03 16:30:00,8967,7563,1335,1200,5430
2024-01-03 17:00:00,9125,7919,1325,1206,5562
2024-01-03 17:30:00,9073,8234,1420,1225,5517
2024-01-03 18:00:00,9134,8478,1470,1227,5603
2024-01-03 18:30:00,9092,8440,1495,1217,5589
2024-01-03 19:00:00,9045,8491,1520,1216,5545
2024-01-03 19:30:00,9039,8507,1538,1192,5469
2024-01-03 20:00:00,8982,8369,1544,1180,5394
2024-01-03 20:30:00,8799,8276,1549,1159,5285
2024-01-03 21:00:00,8557,8144,1537,1158,5106
2024-01-03 21:30:00,8446,7909,1506,1147,4921
2024-01-03 22:00:00,8263,7590,1477,1132,4751
2024-01-03 22:30:00,8072,7275,1453,1106,4605
2024-01-03 23:00:00,7863,7072,1428,1090,4513
2024-01-03 23:30:00,7645,6879,1415,1059,4580
2024-01-04 00:00:00,7438,6673,1483,1043,4527
2024-01-04 00:30:00,7250,6483,1489,1044,4350
2024-01-04 01:00:00,7016,6302,1501,1048,4237
2024-01-04 01:30:00,6791,6222,1468,1031,4140
2024-01-04 02:00:00,6620,6146,1417,1049,4020
2024-01-04 02:30:00,6512,6049,1382,1048,3948
2024-01-04 03:00:00,6462,6006,1348,1043,3903
2024-01-04 03:30:00,6428,5985,1332,1025,3896
2024-01-04 04:00:00,6460,5958,1313,1017,3915
2024-01-04 04:30:00,6559,5983,1305,1029,3988
2024-01-04 05:00:00,6650,5980,1327,1040,4067
2024-01-04 05:30:00,6840,6000,1323,1033,4175
2024-01-04 06:00:00,6924,5965,1369,1049,4255
2024-01-04 06:30:00,6930,5974,1401,1063,4419
2024-01-04 07:00:00,6895,5936,1471,1073,4522
2024-01-04 07:30:00,7113,5911,1473,1079,4536
2024-01-04 08:00:00,7160,5820,1470,1076,4515
2024-01-04 08:30:00,7114,5953,1445,1052,4464
2024-01-04 09:00:00,6991,6240,1383,1044,4326
2024-01-04 09:30:00,6801,6293,1326,1020,4197
2024-01-04 10:00:00,6743,6166,1168,1014,4074
2024-01-04 10:30:00,6957,6021,1210,986,3915
2024-01-04 11:00:00,7136,6002,1265,980,3762
2024-01-04 11:30:00,7154,5954,1156,969,3689
2024-01-04 12:00:00,7517,6064,984,950,3542
2024-01-04 12:30:00,8189,6276,922,932,3353
2024-01-04 13:00:00,8299,6389,817,941,3130
2024-01-04 13:30:00,8486,6534,801,942,3125
2024-01-04 14:00:00,8465,6728,813,957,3225
2024-01-04 14:30:00,8470,6956,920,962,3315
2024-01-04 15:00:00,8546,7311,1008,994,3410
2024-01-04 15:30:00,8561,7544,1073,1033,3579
2024-01-04 16:00:00,8677,7814,1077,1070,3845
2024-01-04 16:30:00,8680,8290,1256,1085,4162
2024-01-04 17:00:00,8730,8599,1472,1125,4525
2024-01-04 17:30:00,8728,8841,1592,1145,4829
2024-01-04 18:00:00,8708,9043,1715,1162,5077
2024-01-04 18:30:00,8631,8969,1781,1147,5212
2024-01-04 19:00:00,8581,9030,1788,1147,5281
2024-01-04 19:30:00,8587,9012,1768,1148,5262
2024-01-04 20:00:00,8547,8874,1781,1159,5219
2024-01-04 20:30:00,8335,8751,1776,1169,5142
2024-01-04 21:00:00,8094,8520,1755,1173,4986
2024-01-04 21:30:00,8033,8220,1704,1158,4845
2024-01-04 22:00:00,7915,7968,1653,1136,4672
2024-01-04 22:30:00,7745,7631,1600,1114,4530
2024-01-04 23:00:00,7576,7364,1555,1092,4436
2024-01-04 23:30:00,7383,7140,1517,1088,4514
2024-01-05 00:00:00,7212,6884,1568,1061,4480
2024-01-05 00:30:00,7020,6681,1546,1057,4305
2024-01-05 01:00:00,6767,6519,1535,1055,4173
2024-01-05 01:30:00,6529,6435,1479,1044,4074
2024-01-05 02:00:00,6380,6307,1422,1046,3964
2024-01-05 02:30:00,6318,6213,1411,1026,3887
2024-01-05 03:00:00,6267,6119,1360,1042,3836
2024-01-05 03:30:00,6239,6096,1326,1043,3837
2024-01-05 04:00:00,6237,6109,1315,1045,3851
2024-01-05 04:30:00,6340,6111,1314,1078,3932
2024-01-05 05:00:00,6428,6128,1331,1087,4009
2024-01-05 05:30:00,6605,6180,1353,1107,4118
2024-01-05 06:00:00,6644,6160,1386,1118,4187
2024-01-05 06:30:00,6660,6129,1399,1135,4258
2024-01-05 07:00:00,6733,6185,1436,1155,4223
2024-01-05 07:30:00,6763,6165,1333,1157,4131
2024-01-05 08:00:00,6857,6100,1249,1139,4052
2024-01-05 08:30:00,6840,6308,1164,1120,3950
2024-01-05 09:00:00,6717,6454,1063,1117,3792
2024-01-05 09:30:00,6642,6475,956,1096,3678
2024-01-05 10:00:00,6610,6460,1007,1069,3532
2024-01-05 10:30:00,6547,6498,943,1051,3487
2024-01-05 11:00:00,6278,6506,878,1020,3388
2024-01-05 11:30:00,6197,6443,843,1016,3465
2024-01-05 12:00:00,6215,6431,849,1001,3608
2024-01-05 12:30:00,6237,6376,853,972,3671
2024-01-05 13:00:00,6183,6476,904,971,3659
2024-01-05 13:30:00,6170,6697,951,974,3724
2024-01-05 14:00:00,6292,6883,1020,1008,3848
2024-01-05 14:30:00,6381,7080,1134,1026,3946
2024-01-05 15:00:00,6452,7211,1224,1042,4111
2024-01-05 15:30:00,6637,7492,1337,1026,4288
2024-01-05 16:00:00,6844,7702,1450,1047,4586
2024-01-05 16:30:00,7000,7976,1605,1076,4872
2024-01-05 17:00:00,7383,8308,1726,1127,5210
2024-01-05 17:30:00,7698,8435,1941,1149,5484
2024-01-05 18:00:00,7874,8485,2098,1173,5759
2024-01-05 18:30:00,7992,8438,2205,1176,5926
2024-01-05 19:00:00,8032,8537,2173,1176,5956
2024-01-05 19:30:00,8052,8536,2116,1163,5869
2024-01-05 20:00:00,8065,8410,2063,1151,5692
2024-01-05 20:30:00,7937,8313,2016,1153,5524
2024-01-05 21:00:00,7764,8108,1984,1134,5331
2024-01-05 21:30:00,7754,7883,1903,1158,5088
2024-01-05 22:00:00,7691,7667,1827,1141,4861
2024-01-05 22:30:00,7555,7398,1749,1108,4692
2024-01-05 23:00:00,7395,7205,1672,1075,4570
2024-01-05 23:30:00,7218,7010,1614,1047,4623
2024-01-06 00:00:00,7089,6838,1637,1052,4561
2024-01-06 00:30:00,6944,6614,1648,1033,4374
2024-01-06 01:00:00,6673,6470,1604,1020,4235
2024-01-06 01:30:00,6477,6364,1550,1013,4122
2024-01-06 02:00:00,6294,6293,1493,1009,3998
2024-01-06 02:30:00,6153,6197,1448,1010,3914
2024-01-06 03:00:00,6058,6132,1425,1003,3842
2024-01-06 03:30:00,6011,6062,1399,1000,3812
2024-01-06 04:00:00,6012,6020,1389,1001,3805
2024-01-06 04:30:00,6076,5980,1372,982,3844
2024-01-06 05:00:00,6100,5971,1375,992,3870
2024-01-06 05:30:00,6150,5966,1363,1010,3898
2024-01-06 06:00:00,6143,5867,1368,1020,3888
2024-01-06 06:30:00,6081,5764,1360,1021,3845
2024-01-06 07:00:00,5984,5612,1351,1038,3753
2024-01-06 07:30:00,5977,5606,1270,1044,3527
2024-01-06 08:00:00,5761,5523,1331,1043,3398
2024-01-06 08:30:00,5652,5498,1454,1044,3320
2024-01-06 09:00:00,5487,5611,1506,1026,3151
2024-01-06 09:30:00,5445,5672,1531,1025,3022
2024-01-06 10:00:00,5371,5565,1534,1007,2937
2024-01-06 10:30:00,5289,5584,1558,978,2926
2024-01-06 11:00:00,5055,5596,1538,961,2978
2024-01-06 11:30:00,4981,5543,1478,944,3080
2024-01-06 12:00:00,5049,5645,1443,931,3249
2024-01-06 12:30:00,5020,5707,1493,883,3450
2024-01-06 13:00:00,5070,5823,1447,955,3697
2024-01-06 13:30:00,5130,5926,1413,955,3915
2024-01-06 14:00:00,5317,5819,1318,970,4203
2024-01-06 14:30:00,5396,5907,1159,992,4561
2024-01-06 15:00:00,5640,6078,996,965,4758
2024-01-06 15:30:00,5901,6226,983,1003,5049
2024-01-06 16:00:00,6244,6507,1014,1036,5419
2024-01-06 16:30:00,6655,6791,948,1057,5671
2024-01-06 17:00:00,7060,7127,979,1087,5827
2024-01-06 17:30:00,7446,7284,1155,1114,6070
2024-01-06 18:00:00,7747,7439,1334,1062,6294
2024-01-06 18:30:00,7940,7477,1505,1149,6286
2024-01-06 19:00:00,7982,7615,1660,1171,6250
2024-01-06 19:30:00,8014,7674,1648,1159,6167
2024-01-06 20:00:00,8020,7584,1669,1158,6087
2024-01-06 20:30:00,7878,7575,1646,1153,6003
2024-01-06 21:00:00,7720,7420,1521,1145,5806
2024-01-06 21:30:00,7628,7226,1438,1115,5572
2024-01-06 22:00:00,7525,7062,1414,1101,5348
2024-01-06 22:30:00,7393,6875,1383,1083,5185
2024-01-06 23:00:00,7198,6732,1364,1063,5032
2024-01-06 23:30:00,7005,6565,1332,1048,5040
2024-01-07 00:00:00,6877,6376,1404,1030,4932
2024-01-07 00:30:00,6734,6226,1413,998,4738
2024-01-07 01:00:00,6536,6105,1430,995,4580
2024-01-07 01:30:00,6352,6023,1382,997,4443
2024-01-07 02:00:00,6164,5938,1326,983,4304
2024-01-07 02:30:00,6054,5893,1272,969,4235
2024-01-07 03:00:00,5984,5841,1277,956,4173
2024-01-07 03:30:00,5931,5791,1241,967,4129
2024-01-07 04:00:00,5912,5761,1204,983,4115
2024-01-07 04:30:00,6010,5773,1197,984,4148
2024-01-07 05:00:00,6011,5741,1199,981,4134
2024-01-07 05:30:00,5963,5719,1186,989,4158
2024-01-07 06:00:00,5911,5580,1187,1004,4136
2024-01-07 06:30:00,5881,5443,1180,1015,4138
2024-01-07 07:00:00,5817,5237,1193,1029,4094
2024-01-07 07:30:00,5615,5155,1161,1012,4042
2024-01-07 08:00:00,5422,4979,1135,1049,3986
2024-01-07 08:30:00,5432,4916,1095,1056,4055
2024-01-07 09:00:00,5411,4793,1036,1044,4158
2024-01-07 09:30:00,5267,4814,1007,1067,4276
2024-01-07 10:00:00,5092,4906,1047,1065,4428
2024-01-07 10:30:00,5063,5047,1012,1062,4522
2024-01-07 11:00:00,5013,5078,955,1047,4579
2024-01-07 11:30:00,5051,5101,1028,1051,4687
2024-01-07 12:00:00,5120,5167,1350,1055,4798
2024-01-07 12:30:00,5242,5225,1084,1065,4774
2024-01-07 13:00:00,5499,5363,719,1081,4656
2024-01-07 13:30:00,5636,5438,618,1074,4572
2024-01-07 14:00:00,5959,5568,510,1099,4547
2024-01-07 14:30:00,6096,5742,468,1102,4549
2024-01-07 15:00:00,6355,6114,542,1102,4664
2024-01-07 15:30:00,6575,6444,649,1125,4727
2024-01-07 16:00:00,7052,6737,791,1139,4776
2024-01-07 16:30:00,7597,6953,968,1152,4819
2024-01-07 17:00:00,8063,7212,1190,1193,4959
2024-01-07 17:30:00,8404,7477,1304,1121,5009
2024-01-07 18:00:00,8713,7683,1357,1068,4992
2024-01-07 18:30:00,8833,7805,1413,1159,5001
2024-01-07 19:00:00,8779,7905,1467,1165,4969
2024-01-07 19:30:00,8715,7895,1484,1177,4943
2024-01-07 20:00:00,8627,7811,1481,1160,4956
2024-01-07 20:30:00,8436,7722,1464,1160,4917
2024-01-07 21:00:00,8188,7535,1436,1122,4814
2024-01-07 21:30:00,8039,7370,1399,1112,4718
2024-01-07 22:00:00,7877,7177,1366,1102,4607
2024-01-07 22:30:00,7679,6981,1328,1093,4505
2024-01-07 23:00:00,7483,6777,1291,1074,4450
2024-01-07 23:30:00,7274,6629,1263,1048,4570
2024-01-08 00:00:00,7105,6405,1337,1041,4550
2024-01-08 00:30:00,6944,6275,1348,1039,4396
2024-01-08 01:00:00,6724,6164,1366,1020,4286
2024-01-08 01:30:00,6565,6078,1330,1039,4211
2024-01-08 02:00:00,6397,6014,1305,1040,4127
2024-01-08 02:30:00,6333,5970,1269,1030,4057
2024-01-08 03:00:00,6268,5938,1267,1025,4025
2024-01-08 03:30:00,6262,5951,1241,1025,4031
2024-01-08 04:00:00,6292,5920,1234,1037,4063
2024-01-08 04:30:00,6455,5969,1232,1044,4163
2024-01-08 05:00:00,6578,6011,1248,1064,4284
2024-01-08 05:30:00,6835,6147,1270,1091,4522
2024-01-08 06:00:00,7040,6179,1322,1127,4693
2024-01-08 06:30:00,7179,6306,1363,1163,4956
2024-01-08 07:00:00,7453,6355,1399,1184,5146
2024-01-08 07:30:00,7589,6377,1346,1204,5249
2024-01-08 08:00:00,7790,6406,1288,1210,5349
2024-01-08 08:30:00,8057,6547,1171,1213,5413
2024-01-08 09:00:00,8157,6583,1040,1227,5442
2024-01-08 09:30:00,8240,6415,956,1212,5474
2024-01-08 10:00:00,8246,6416,862,1191,5489
2024-01-08 10:30:00,8095,6463,839,1196,5454
2024-01-08 11:00:00,7853,6381,774,1177,5441
2024-01-08 11:30:00,7784,6445,735,1142,5413
2024-01-08 12:00:00,7753,6665,695,1141,5383
2024-01-08 12:30:00,8023,6751,614,1126,5304
2024-01-08 13:00:00,8210,6771,592,1127,5228
2024-01-08 13:30:00,8271,6952,513,1111,5108
2024-01-08 14:00:00,8317,7009,522,1102,5046
2024-01-08 14:30:00,8182,7087,492,1118,5031
2024-01-08 15:00:00,8238,7261,520,1106,5031
2024-01-08 15:30:00,8154,7455,595,1110,4968
2024-01-08 16:00:00,8318,7739,710,1134,5086
2024-01-08 16:30:00,8568,7957,848,1156,5221
2024-01-08 17:00:00,8700,8313,1024,1174,5253
2024-01-08 17:30:00,8780,8559,1171,1187,5221
2024-01-08 18:00:00,8830,8756,1279,1188,5253
2024-01-08 18:30:00,8755,8692,1379,1185,5235
2024-01-08 19:00:00,8739,8788,1427,1176,5249
2024-01-08 19:30:00,8743,8760,1458,1171,5199
2024-01-08 20:00:00,8735,8612,1474,1161,5151
2024-01-08 20:30:00,8560,8518,1469,1162,5084
2024-01-08 21:00:00,8341,8345,1458,1146,4945
2024-01-08 21:30:00,8250,8113,1406,1124,4803
2024-01-08 22:00:00,8099,7858,1372,1101,4633
2024-01-08 22:30:00,7901,7559,1331,1074,4512
2024-01-08 23:00:00,7701,7294,1303,1052,4418
2024-01-08 23:30:00,7470,7144,1278,1031,4485
2024-01-09 00:00:00,7318,6909,1346,1017,4471
2024-01-09 00:30:00,7173,6694,1377,1011,4311
2024-01-09 01:00:00,6919,6593,1376,1004,4203
2024-01-09 01:30:00,6725,6534,1316,999,4119
2024-01-09 02:00:00,6530,6392,1280,995,4006
2024-01-09 02:30:00,6400,6355,1237,998,3931
2024-01-09 03:00:00,6354,6253,1204,1002,3896
2024-01-09 03:30:00,6345,6240,1182,1011,3906
2024-01-09 04:00:00,6371,6247,1171,1016,3947
2024-01-09 04:30:00,6527,6274,1164,1034,4039
2024-01-09 05:00:00,6689,6300,1174,1051,4137
2024-01-09 05:30:00,6969,6397,1186,1085,4300
2024-01-09 06:00:00,7175,6395,1245,1121,4403
2024-01-09 06:30:00,7366,6546,1276,1131,4518
2024-01-09 07:00:00,7523,6813,1241,1144,4508
2024-01-09 07:30:00,7622,7055,1172,1139,4381
2024-01-09 08:00:00,7476,7078,1040,1126,4199
2024-01-09 08:30:00,7389,7075,913,1106,4009
2024-01-09 09:00:00,7374,7149,784,1085,3786
2024-01-09 09:30:00,7129,7135,662,1056,3720
2024-01-09 10:00:00,6959,7035,546,1021,3629
2024-01-09 10:30:00,6793,7008,532,986,3226
2024-01-09 11:00:00,6695,6822,437,972,3449
2024-01-09 11:30:00,6775,6719,345,957,3441
2024-01-09 12:00:00,6929,6618,291,961,3417
2024-01-09 12:30:00,7143,6574,270,956,3438
2024-01-09 13:00:00,7613,6715,292,949,3497
2024-01-09 13:30:00,7848,6965,299,957,3463
2024-01-09 14:00:00,7684,7240,333,967,3473
2024-01-09 14:30:00,7351,7319,364,977,3519
2024-01-09 15:00:00,7366,7468,397,978,3645
2024-01-09 15:30:00,7794,7706,459,1004,3840
2024-01-09 16:00:00,8284,8116,564,1020,4122
2024-01-09 16:30:00,8732,8460,712,1052,4431
2024-01-09 17:00:00,9032,8822,868,1086,4774
2024-01-09 17:30:00,9060,8941,1043,1115,5052
2024-01-09 18:00:00,9106,9032,1207,1117,5352
2024-01-09 18:30:00,9008,8954,1364,1161,5520
2024-01-09 19:00:00,8916,8937,1473,1155,5595
2024-01-09 19:30:00,8863,8846,1530,1134,5573
2024-01-09 20:00:00,8814,8769,1546,1120,5491
2024-01-09 20:30:00,8639,8701,1528,1117,5401
2024-01-09 21:00:00,8395,8567,1506,1112,5254
2024-01-09 21:30:00,8288,8255,1467,1095,5070
2024-01-09 22:00:00,8132,7983,1427,1073,4866
2024-01-09 22:30:00,7947,7609,1386,1048,4691
2024-01-09 23:00:00,7756,7308,1341,1020,4578
2024-01-09 23:30:00,7563,7103,1320,989,4663
2024-01-10 00:00:00,7412,6912,1373,983,4605
2024-01-10 00:30:00,7229,6715,1354,977,4422
2024-01-10 01:00:00,6982,6568,1363,974,4300
2024-01-10 01:30:00,6771,6480,1351,961,4213
2024-01-10 02:00:00,6624,6369,1316,962,4102
2024-01-10 02:30:00,6542,6319,1277,973,4040
2024-01-10 03:00:00,6503,6279,1269,967,3992
2024-01-10 03:30:00,6485,6214,1239,967,3996
2024-01-10 04:00:00,6512,6196,1221,964,4027
2024-01-10 04:30:00,6655,6202,1214,975,4131
2024-01-10 05:00:00,6827,6247,1232,986,4242
2024-01-10 05:30:00,7125,6325,1257,1011,4413
2024-01-10 06:00:00,7311,6468,1306,1046,4528
2024-01-10 06:30:00,7456,6638,1330,1053,4657
2024-01-10 07:00:00,7561,6682,1319,1022,4679
2024-01-10 07:30:00,7672,6739,1211,1034,4572
2024-01-10 08:00:00,7621,6612,1105,1036,4423
2024-01-10 08:30:00,7441,6570,965,1015,4255
2024-01-10 09:00:00,7200,6423,825,981,4054
2024-01-10 09:30:00,7067,6363,675,993,3977
2024-01-10 10:00:00,7012,6342,551,954,3894
2024-01-10 10:30:00,6946,6369,494,942,3822
2024-01-10 11:00:00,6944,6447,419,932,3751
2024-01-10 11:30:00,6983,6534,368,940,3677
2024-01-10 12:00:00,6957,6810,351,945,3691
2024-01-10 12:30:00,7029,6946,347,932,3725
2024-01-10 13:00:00,7195,6907,366,929,3857
2024-01-10 13:30:00,7447,7069,394,931,3911
2024-01-10 14:00:00,7673,7332,418,926,3958
2024-01-10 14:30:00,8346,7548,454,944,4081
2024-01-10 15:00:00,8953,7765,529,960,4146
2024-01-10 15:30:00,9251,7869,609,972,4157
2024-01-10 16:00:00,9408,8231,694,1001,4369
2024-01-10 16:30:00,9636,8629,832,1053,4634
2024-01-10 17:00:00,10102,9071,982,1114,4951
2024-01-10 17:30:00,10284,9181,1114,1160,5230
2024-01-10 18:00:00,10481,9154,1269,1186,5495
2024-01-10 18:30:00,10472,9051,1404,1164,5637
2024-01-10 19:00:00,10387,9138,1502,1150,5684
2024-01-10 19:30:00,10194,9113,1566,1171,5640
2024-01-10 20:00:00,10048,8952,1598,1158,5538
2024-01-10 20:30:00,9750,8804,1575,1135,5412
2024-01-10 21:00:00,9389,8584,1552,1120,5240
2024-01-10 21:30:00,9181,8266,1505,1106,5060
2024-01-10 22:00:00,8898,7957,1460,1099,4867
2024-01-10 22:30:00,8598,7598,1425,1083,4715
2024-01-10 23:00:00,8282,7350,1380,1059,4602
2024-01-10 23:30:00,7973,7133,1352,1045,4674
2024-01-11 00:00:00,7735,6863,1408,1026,4607
2024-01-11 00:30:00,7500,6644,1404,1030,4430
2024-01-11 01:00:00,7275,6490,1407,1024,4309
2024-01-11 01:30:00,7052,6377,1363,1022,4231
2024-01-11 02:00:00,6858,6287,1321,1018,4122
2024-01-11 02:30:00,6755,6196,1280,1007,4059
2024-01-11 03:00:00,6682,6129,1256,1003,4039
2024-01-11 03:30:00,6664,6070,1232,997,4049
2024-01-11 04:00:00,6716,6040,1218,1012,4073
2024-01-11 04:30:00,6933,6038,1216,1029,4167
2024-01-11 05:00:00,7096,6087,1238,1040,4282
2024-01-11 05:30:00,7321,6195,1255,1067,4461
2024-01-11 06:00:00,7565,6228,1295,1088,4591
2024-01-11 06:30:00,7837,6296,1316,1099,4740
2024-01-11 07:00:00,8114,6366,1308,1095,4756
2024-01-11 07:30:00,8267,6446,1237,1092,4588
2024-01-11 08:00:00,8229,6490,1131,1081,4459
2024-01-11 08:30:00,8321,6574,1000,1059,4287
2024-01-11 09:00:00,8318,6470,872,1038,3957
